当地时间 哈尔滨太平(机场）,气温,气象站大气压,海平面大气压,相对湿度,风向,平均风速,最大阵风,特殊天象,重要天象,总云量,能见度,露点温度,时间,日期
28.03.2023 19:00,6,749.9,762.8,29,从西南方吹来的风,3,,,,无明显的云,6,-11,19:00,28.03.2023
28.03.2023 18:00,9,749.3,762,23,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,-11,18:00,28.03.2023
28.03.2023 17:00,12,749.4,762,19,从西南偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-11,17:00,28.03.2023
28.03.2023 16:00,13,749.5,762,18,从西南方吹来的风,6,,,,无明显的云,10.0 大于等于,-11,16:00,28.03.2023
28.03.2023 15:00,13,750.2,762.8,19,从西南方吹来的风,5,,,,无明显的云,10.0 大于等于,-10,15:00,28.03.2023
28.03.2023 14:00,14,750.3,762.8,18,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-10,14:00,28.03.2023
28.03.2023 13:00,13,750.9,763.5,18,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,-11,13:00,28.03.2023
28.03.2023 12:00,12,751.7,764.3,21,风向多变,2,,,,无明显的云,10.0 大于等于,-10,12:00,28.03.2023
28.03.2023 11:00,10,751.6,764.3,22,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,11:00,28.03.2023
28.03.2023 10:00,9,752.2,765,25,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,-10,10:00,28.03.2023
28.03.2023 09:00,8,752.2,765,29,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,-9,9:00,28.03.2023
28.03.2023 08:00,5,752.1,765,39,从南方吹来的风,2,,,,无明显的云,6,-8,8:00,28.03.2023
28.03.2023 07:00,0,751.1,764.3,51,风向多变,1,,烟,,无明显的云,4,-9,7:00,28.03.2023
28.03.2023 06:00,-5,750.9,764.3,68,从东南方吹来的风,1,,烟,,无明显的云,2.5,-10,6:00,28.03.2023
28.03.2023 05:00,-6,750.8,764.3,74,从南方吹来的风,1,,烟,,无明显的云,3,-10,5:00,28.03.2023
28.03.2023 04:00,-4,750.9,764.3,69,从南方吹来的风,2,,烟,,无明显的云,2.8,-9,4:00,28.03.2023
28.03.2023 03:00,-3,750.2,763.5,64,从西南偏南方向吹来的风,3,,烟,,无明显的云,1.4,-9,3:00,28.03.2023
28.03.2023 02:00,-2,750.2,763.5,74,从南方吹来的风,2,,烟,,无明显的云,4,-6,2:00,28.03.2023
28.03.2023 01:00,-2,750.2,763.5,69,从东南偏南方向吹来的风,1,,烟,,无明显的云,4,-7,1:00,28.03.2023
28.03.2023 00:00,-1,749.6,762.8,64,风向多变,1,,烟,,无明显的云,5,-7,0:00,28.03.2023
27.03.2023 23:00,1,749.7,762.8,51,风向多变,1,,,,无明显的云,10.0 大于等于,-8,23:00,27.03.2023
27.03.2023 22:00,3,749.8,762.8,45,风向多变,1,,,,无明显的云,10.0 大于等于,-8,22:00,27.03.2023
27.03.2023 21:00,5,749.1,762,39,从西北偏北方向吹来的风,3,,,,无明显的云,10.0 大于等于,-8,21:00,27.03.2023
27.03.2023 20:00,6,749.1,762,31,从西北方吹来的风,3,,,,无明显的云,10.0 大于等于,-10,20:00,27.03.2023
27.03.2023 19:00,7,749.2,762,29,从西北方吹来的风,3,,,,无明显的云,10.0 大于等于,-10,19:00,27.03.2023
27.03.2023 18:00,9,747.8,760.5,21,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,-12,18:00,27.03.2023
27.03.2023 17:00,10,747.9,760.5,19,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-13,17:00,27.03.2023
27.03.2023 16:00,10,747.9,760.5,19,从西南方吹来的风,5,,,,无明显的云,10.0 大于等于,-13,16:00,27.03.2023
27.03.2023 15:00,12,747.9,760.5,16,从西南方吹来的风,5,,,,无明显的云,10.0 大于等于,-13,15:00,27.03.2023
27.03.2023 14:00,11,747.9,760.5,17,从西南方吹来的风,6,,,,无明显的云,10.0 大于等于,-13,14:00,27.03.2023
27.03.2023 13:00,11,748.6,761.2,16,从西南方吹来的风,4,9,,,无明显的云,10.0 大于等于,-14,13:00,27.03.2023
27.03.2023 12:00,10,749.3,762,19,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,-13,12:00,27.03.2023
27.03.2023 11:00,9,749.3,762,21,从西南方吹来的风,5,,,,无明显的云,10.0 大于等于,-12,11:00,27.03.2023
27.03.2023 10:00,8,749.2,762,29,从西南方吹来的风,6,,,,无明显的云,10.0 大于等于,-9,10:00,27.03.2023
27.03.2023 09:00,5,749.9,762.8,36,从西南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,-9,9:00,27.03.2023
27.03.2023 08:00,3,749.8,762.8,41,从西南偏南方向吹来的风,4,,,,无明显的云,9,-9,8:00,27.03.2023
27.03.2023 07:00,-1,748.8,762,55,从南方吹来的风,4,,,,无明显的云,7,-9,7:00,27.03.2023
27.03.2023 06:00,-3,748.7,762,54,从南方吹来的风,3,,,,无明显的云,6,-11,6:00,27.03.2023
27.03.2023 05:00,-6,748.6,762,63,从西南偏南方向吹来的风,3,,,,无明显的云,6,-12,5:00,27.03.2023
27.03.2023 04:00,-4,748.7,762,54,从西南偏南方向吹来的风,4,,,,无明显的云,7,-12,4:00,27.03.2023
27.03.2023 03:00,-4,748.7,762,54,从西南偏南方向吹来的风,4,,,,无明显的云,7,-12,3:00,27.03.2023
27.03.2023 02:00,-3,748.7,762,50,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-12,2:00,27.03.2023
27.03.2023 01:00,-5,748.6,762,54,从南方吹来的风,2,,,,无明显的云,7,-13,1:00,27.03.2023
27.03.2023 00:00,-3,748.7,762,46,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,-13,0:00,27.03.2023
26.03.2023 23:00,-5,749.4,762.8,58,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,-12,23:00,26.03.2023
26.03.2023 22:00,-3,749.5,762.8,50,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-12,22:00,26.03.2023
26.03.2023 21:00,-1,749.6,762.8,47,从西南偏南方向吹来的风,3,,,,无明显的云,7,-11,21:00,26.03.2023
26.03.2023 20:00,-1,748.8,762,47,从西南方吹来的风,4,,,,无明显的云,6,-11,20:00,26.03.2023
26.03.2023 19:00,1,748.9,762,35,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-13,19:00,26.03.2023
26.03.2023 18:00,4,749.1,762,28,从西南偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,-13,18:00,26.03.2023
26.03.2023 17:00,6,748.4,761.2,24,从西南偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-13,17:00,26.03.2023
26.03.2023 16:00,7,749.2,762,25,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-12,16:00,26.03.2023
26.03.2023 15:00,7,749.2,762,27,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-11,15:00,26.03.2023
26.03.2023 14:00,7,750,762.8,27,从西南偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-11,14:00,26.03.2023
26.03.2023 13:00,6,749.9,762.8,26,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-12,13:00,26.03.2023
26.03.2023 12:00,5,750.6,763.5,31,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-11,12:00,26.03.2023
26.03.2023 11:00,4,751.3,764.3,33,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,11:00,26.03.2023
26.03.2023 10:00,3,751.3,764.3,38,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-10,10:00,26.03.2023
26.03.2023 09:00,2,751.2,764.3,44,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-9,9:00,26.03.2023
26.03.2023 08:00,1,751.2,764.3,51,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-8,8:00,26.03.2023
26.03.2023 07:00,-4,750.9,764.3,80,风向多变,1,,轻雾,,无明显的云,4,-7,7:00,26.03.2023
26.03.2023 06:00,-8,750.7,764.3,79,从西南偏南方向吹来的风,1,,轻雾,,无明显的云,4,-11,6:00,26.03.2023
26.03.2023 05:00,-8,750.7,764.3,86,风向多变,1,,烟,,无明显的云,4,-10,5:00,26.03.2023
26.03.2023 04:00,-7,750.8,764.3,79,无风,0,,烟,,无明显的云,5,-10,4:00,26.03.2023
26.03.2023 03:00,-5,750.9,764.3,80,无风,0,,,,无明显的云,6,-8,3:00,26.03.2023
26.03.2023 02:00,-5,750.9,764.3,74,风向多变,1,,烟,,无明显的云,5,-9,2:00,26.03.2023
26.03.2023 01:00,-6,750.8,764.3,80,从西南方吹来的风,2,,烟,,无明显的云,5,-9,1:00,26.03.2023
26.03.2023 00:00,-7,750.8,764.3,79,从西南偏南方向吹来的风,1,,,,无明显的云,7,-10,0:00,26.03.2023
25.03.2023 23:00,-6,750.8,764.3,74,从南方吹来的风,1,,,,无明显的云,7,-10,23:00,25.03.2023
25.03.2023 22:00,-5,750.9,764.3,74,无风,0,,,,无明显的云,8,-9,22:00,25.03.2023
25.03.2023 21:00,-4,751.6,765,69,从东北偏北方向吹来的风,1,,,,无明显的云,8,-9,21:00,25.03.2023
25.03.2023 20:00,-3,751.7,765,64,从东北偏东方向吹来的风,2,,,,无明显的云,8,-9,20:00,25.03.2023
25.03.2023 19:00,-3,751,764.3,59,从东北偏北方向吹来的风,3,,,,无明显的云,10.0 大于等于,-10,19:00,25.03.2023
25.03.2023 18:00,-1,751.1,764.3,55,从东北偏北方向吹来的风,3,,,,无明显的云,10.0 大于等于,-9,18:00,25.03.2023
25.03.2023 17:00,2,751.2,764.3,41,从东北偏北方向吹来的风,4,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-10,17:00,25.03.2023
25.03.2023 16:00,3,751.3,764.3,35,从西北偏北方向吹来的风,3,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-11,16:00,25.03.2023
25.03.2023 15:00,3,751.3,764.3,33,从西北偏西方向吹来的风,4,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-12,15:00,25.03.2023
25.03.2023 14:00,4,752,765,30,从西方吹来的风,6,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-12,14:00,25.03.2023
25.03.2023 13:00,3,752,765,35,从西方吹来的风,5,,,,少云 (10-30%) 1380 米,10.0 大于等于,-11,13:00,25.03.2023
25.03.2023 12:00,3,752.7,765.8,38,从西南偏西方向吹来的风,5,,,,少云 (10-30%) 1380 米,10.0 大于等于,-10,12:00,25.03.2023
25.03.2023 11:00,3,753.5,766.6,35,从西方吹来的风,5,,,,少云 (10-30%) 1380 米,10.0 大于等于,-11,11:00,25.03.2023
25.03.2023 10:00,1,754.1,767.3,41,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,10:00,25.03.2023
25.03.2023 09:00,0,754.1,767.3,47,风向多变,2,,,,无明显的云,10.0 大于等于,-10,9:00,25.03.2023
25.03.2023 08:00,-1,753.3,766.6,51,从东南偏南方向吹来的风,2,,,,无明显的云,7,-10,8:00,25.03.2023
25.03.2023 07:00,-4,753.2,766.6,69,风向多变,1,,烟,,无明显的云,4,-9,7:00,25.03.2023
25.03.2023 06:00,-6,753.1,766.6,74,风向多变,1,,,,无明显的云,7,-10,6:00,25.03.2023
25.03.2023 05:00,-7,753,766.6,79,风向多变,1,,,,无明显的云,7,-10,5:00,25.03.2023
25.03.2023 04:00,-8,753.7,767.3,73,从东南偏南方向吹来的风,1,,,,无明显的云,7,-12,4:00,25.03.2023
25.03.2023 03:00,-8,753.7,767.3,73,从南方吹来的风,1,,,,无明显的云,8,-12,3:00,25.03.2023
25.03.2023 02:00,-8,753.7,767.3,73,从南方吹来的风,1,,,,无明显的云,10.0 大于等于,-12,2:00,25.03.2023
25.03.2023 01:00,-7,753.7,767.3,73,风向多变,1,,,,无明显的云,10.0 大于等于,-11,1:00,25.03.2023
25.03.2023 00:00,-5,754.6,768.1,68,从西南偏南方向吹来的风,1,,,,少云 (10-30%) 990 米,10.0 大于等于,-10,0:00,25.03.2023
24.03.2023 23:00,-5,754.6,768.1,63,无风,0,,,,少云 (10-30%) 990 米,8,-11,23:00,24.03.2023
24.03.2023 22:00,-4,754.7,768.1,59,从北方吹来的风,1,,,,无明显的云,10.0 大于等于,-11,22:00,24.03.2023
24.03.2023 21:00,-5,753.8,767.3,63,从北方吹来的风,2,,,,无明显的云,10.0 大于等于,-11,21:00,24.03.2023
24.03.2023 20:00,-3,753.9,767.3,54,从北方吹来的风,1,,,,无明显的云,10.0 大于等于,-11,20:00,24.03.2023
24.03.2023 19:00,-1,754,767.3,47,从西北偏北方向吹来的风,1,,,,无明显的云,10.0 大于等于,-11,19:00,24.03.2023
24.03.2023 18:00,-1,753.3,766.6,47,从北方吹来的风,2,,,,无明显的云,10.0 大于等于,-11,18:00,24.03.2023
24.03.2023 17:00,1,753.4,766.6,38,从西北偏北方向吹来的风,4,,,,无明显的云,10.0 大于等于,-12,17:00,24.03.2023
24.03.2023 16:00,1,753.4,766.6,35,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-13,16:00,24.03.2023
24.03.2023 15:00,2,753.5,766.6,35,从西北偏北方向吹来的风,4,,,,无明显的云,10.0 大于等于,-12,15:00,24.03.2023
24.03.2023 14:00,2,753.5,766.6,35,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-12,14:00,24.03.2023
24.03.2023 13:00,1,754.1,767.3,41,从北方吹来的风,5,,,,无明显的云,10.0 大于等于,-11,13:00,24.03.2023
24.03.2023 12:00,1,754.9,768.1,41,从西北偏北方向吹来的风,4,,,,无明显的云,10.0 大于等于,-11,12:00,24.03.2023
24.03.2023 11:00,0,754.9,768.1,55,从西北偏北方向吹来的风,4,,,,疏云 (40-50%) 990 米,10.0 大于等于,-8,11:00,24.03.2023
24.03.2023 10:00,-1,754.8,768.1,64,从西北偏北方向吹来的风,4,,,,多云 (60-90%) 780 米,10.0 大于等于,-7,10:00,24.03.2023
24.03.2023 09:00,-3,754.7,768.1,69,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-8,9:00,24.03.2023
24.03.2023 08:00,-4,753.9,767.3,74,从西北偏北方向吹来的风,4,,,,无明显的云,10.0 大于等于,-8,8:00,24.03.2023
24.03.2023 07:00,-5,753.8,767.3,74,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-9,7:00,24.03.2023
24.03.2023 06:00,-6,753.1,766.6,80,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-9,6:00,24.03.2023
24.03.2023 05:00,-7,753,766.6,73,从西北偏西方向吹来的风,2,,,,无明显的云,10.0 大于等于,-11,5:00,24.03.2023
24.03.2023 04:00,-7,752.3,765.8,68,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,-12,4:00,24.03.2023
24.03.2023 03:00,-6,751.5,765,63,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-12,3:00,24.03.2023
24.03.2023 02:00,-5,751.6,765,58,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-12,2:00,24.03.2023
24.03.2023 01:00,-7,751.5,765,68,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-12,1:00,24.03.2023
24.03.2023 00:00,-6,750.8,764.3,63,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,-12,0:00,24.03.2023
23.03.2023 23:00,-4,750.9,764.3,54,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,-12,23:00,23.03.2023
23.03.2023 22:00,-4,750.9,764.3,54,从西北偏西方向吹来的风,1,,,,无明显的云,10.0 大于等于,-12,22:00,23.03.2023
23.03.2023 21:00,-3,751,764.3,46,从西北方吹来的风,2,,,,无明显的云,10.0 大于等于,-13,21:00,23.03.2023
23.03.2023 20:00,-2,750.2,763.5,43,从西方吹来的风,3,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-13,20:00,23.03.2023
23.03.2023 19:00,-2,750.2,763.5,43,从西方吹来的风,3,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-13,19:00,23.03.2023
23.03.2023 18:00,-1,749.6,762.8,37,从西方吹来的风,5,,,,多云 (60-90%) 1380 米,10.0 大于等于,-14,18:00,23.03.2023
23.03.2023 17:00,0,748.9,762,34,从西方吹来的风,6,,,,无明显的云,10.0 大于等于,-14,17:00,23.03.2023
23.03.2023 16:00,0,748.1,761.2,32,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-15,16:00,23.03.2023
23.03.2023 15:00,1,748.1,761.2,29,从西南偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,-15,15:00,23.03.2023
23.03.2023 14:00,0,748.1,761.2,32,从西南偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,-15,14:00,23.03.2023
23.03.2023 13:00,1,748.1,761.2,29,从西南偏西方向吹来的风,8,13,,,无明显的云,10.0 大于等于,-15,13:00,23.03.2023
23.03.2023 12:00,0,747.4,760.5,32,从西南偏西方向吹来的风,8,14,,,多云 (60-90%) 1380 米,10.0 大于等于,-15,12:00,23.03.2023
23.03.2023 11:00,-1,748,761.2,37,从西方吹来的风,8,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-14,11:00,23.03.2023
23.03.2023 10:00,-2,747.3,760.5,37,从西方吹来的风,9,,,,无明显的云,10.0 大于等于,-15,10:00,23.03.2023
23.03.2023 09:00,-2,747.3,760.5,37,从西方吹来的风,10,,,,无明显的云,10.0 大于等于,-15,9:00,23.03.2023
23.03.2023 08:00,-2,746.5,759.7,37,从西方吹来的风,11,,,,无明显的云,10.0 大于等于,-15,8:00,23.03.2023
23.03.2023 07:00,-3,746.5,759.7,43,从西方吹来的风,11,16,,,无明显的云,10.0 大于等于,-14,7:00,23.03.2023
23.03.2023 06:00,-3,745.8,759,46,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,-13,6:00,23.03.2023
23.03.2023 05:00,-3,745.8,759,46,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,-13,5:00,23.03.2023
23.03.2023 04:00,-3,745,758.2,46,从西南偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,-13,4:00,23.03.2023
23.03.2023 03:00,-1,745.1,758.2,40,从西南偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,-13,3:00,23.03.2023
23.03.2023 02:00,-1,745.1,758.2,43,从西南偏西方向吹来的风,8,,,,无明显的云,10.0 大于等于,-12,2:00,23.03.2023
23.03.2023 01:00,-2,745,758.2,51,从西南方吹来的风,6,,,,无明显的云,10.0 大于等于,-11,1:00,23.03.2023
23.03.2023 00:00,0,745.1,758.2,37,从西南偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,-13,0:00,23.03.2023
22.03.2023 23:00,0,745.1,758.2,40,从西南偏西方向吹来的风,6,,,,少云 (10-30%) 990 米,10.0 大于等于,-12,23:00,22.03.2023
22.03.2023 22:00,2,744,756.9,32,从西南偏西方向吹来的风,7,,,,疏云 (40-50%) 990 米,8,-13,22:00,22.03.2023
22.03.2023 21:00,2,744,756.9,32,从西南偏西方向吹来的风,7,,,,疏云 (40-50%) 900 米,6,-13,21:00,22.03.2023
22.03.2023 20:00,3,743.3,756.2,33,从西南偏西方向吹来的风,7,,沙,,疏云 (40-50%) 990 米,2.5,-12,20:00,22.03.2023
22.03.2023 19:00,4,742.6,755.4,28,从西南偏西方向吹来的风,6,,沙,,疏云 (40-50%) 990 米,2,-13,19:00,22.03.2023
22.03.2023 18:00,5,741.8,754.6,28,从西南偏西方向吹来的风,7,,沙,,无明显的云,1.6,-12,18:00,22.03.2023
22.03.2023 17:00,6,741.9,754.6,26,从西南偏西方向吹来的风,10,,沙,,疏云 (40-50%) 600 米,1.2,-12,17:00,22.03.2023
22.03.2023 16:00,7,741.2,753.9,25,从西南偏西方向吹来的风,11,17,沙,沙暴,多云 (60-90%) 600 米,1,-12,16:00,22.03.2023
22.03.2023 15:00,7,741.2,753.9,25,从西方吹来的风,10,16,沙暴,,垂直能见度 300 米,0.6,-12,15:00,22.03.2023
22.03.2023 14:00,8,740.5,753.1,23,从西方吹来的风,11,,沙暴,,垂直能见度 300 米,0.6,-12,14:00,22.03.2023
22.03.2023 13:00,8,740.5,753.1,23,从西南偏西方向吹来的风,12,,沙暴,,垂直能见度 300 米,0.6,-12,13:00,22.03.2023
22.03.2023 12:00,9,739.7,752.3,23,从西南偏西方向吹来的风,10,16,沙暴,,垂直能见度 300 米,0.6,-11,12:00,22.03.2023
22.03.2023 11:00,8,739.7,752.3,21,从西方吹来的风,16,23,沙暴,,垂直能见度 300 米,0.6,-13,11:00,22.03.2023
22.03.2023 10:00,10,739.1,751.6,67,从西南方吹来的风,11,,沙,,阴天 (100%) 690 米,1.4,4,10:00,22.03.2023
22.03.2023 09:00,10,738.3,750.8,67,从西南偏南方向吹来的风,9,,沙,,阴天 (100%) 690 米,3,4,9:00,22.03.2023
22.03.2023 08:00,9,738.3,750.8,71,从西南偏南方向吹来的风,7,,,,阴天 (100%) 990 米,6,4,8:00,22.03.2023
22.03.2023 07:00,9,738.3,750.8,66,从西南偏南方向吹来的风,9,14,,,阴天 (100%) 1380 米,7,3,7:00,22.03.2023
22.03.2023 06:00,9,737.6,750.1,58,从西南偏南方向吹来的风,10,15,,,无明显的云,10.0 大于等于,1,6:00,22.03.2023
22.03.2023 05:00,9,737.6,750.1,58,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,1,5:00,22.03.2023
22.03.2023 04:00,9,738.3,750.8,58,从西南偏南方向吹来的风,6,,,,无明显的云,10.0 大于等于,1,4:00,22.03.2023
22.03.2023 03:00,8,738.2,750.8,66,从南方吹来的风,4,,,,无明显的云,8,2,3:00,22.03.2023
22.03.2023 02:00,8,739,751.6,66,从南方吹来的风,4,,,,无明显的云,6,2,2:00,22.03.2023
22.03.2023 01:00,9,739.1,751.6,62,从南方吹来的风,5,,,,无明显的云,6,2,1:00,22.03.2023
22.03.2023 00:00,8,739.7,752.3,66,从南方吹来的风,4,,,,无明显的云,6,2,0:00,22.03.2023
21.03.2023 23:00,8,739.7,752.3,66,从南方吹来的风,5,,,,无明显的云,6,2,23:00,21.03.2023
21.03.2023 22:00,9,739.7,752.3,66,从西南偏南方向吹来的风,4,,,,无明显的云,6,3,22:00,21.03.2023
21.03.2023 21:00,10,739.8,752.3,62,从西南偏南方向吹来的风,5,,,,无明显的云,6,3,21:00,21.03.2023
21.03.2023 20:00,10,739.8,752.3,62,从南方吹来的风,5,,霾,,无明显的云,4,3,20:00,21.03.2023
21.03.2023 19:00,10,739.8,752.3,54,从南方吹来的风,2,,烟,,无明显的云,4,1,19:00,21.03.2023
21.03.2023 18:00,11,739.1,751.6,50,从南方吹来的风,3,,霾,,无明显的云,4,1,18:00,21.03.2023
21.03.2023 17:00,14,739.3,751.6,39,从南方吹来的风,5,,,,无明显的云,7,0,17:00,21.03.2023
21.03.2023 16:00,15,740,752.3,34,从西南偏南方向吹来的风,6,,,,无明显的云,7,-1,16:00,21.03.2023
21.03.2023 15:00,15,740,752.3,36,从西南方吹来的风,8,,,,无明显的云,10.0 大于等于,0,15:00,21.03.2023
21.03.2023 14:00,15,740,752.3,31,从西南方吹来的风,8,,,,无明显的云,10.0 大于等于,-2,14:00,21.03.2023
21.03.2023 13:00,15,740,752.3,34,从西南偏西方向吹来的风,7,,,,无明显的云,6,-1,13:00,21.03.2023
21.03.2023 12:00,15,740,752.3,34,从西南偏西方向吹来的风,7,,,,无明显的云,6,-1,12:00,21.03.2023
21.03.2023 11:00,13,739.9,752.3,44,从西南方吹来的风,8,,沙,,无明显的云,5,1,11:00,21.03.2023
21.03.2023 10:00,11,739.8,752.3,50,从西南方吹来的风,9,,沙,,无明显的云,4,1,10:00,21.03.2023
21.03.2023 09:00,9,739.7,752.3,62,从西南方吹来的风,9,14,霾,,无明显的云,3,2,9:00,21.03.2023
21.03.2023 08:00,7,739.7,752.3,71,从西南偏南方向吹来的风,6,,霾,,无明显的云,3,2,8:00,21.03.2023
21.03.2023 07:00,5,738.9,751.6,76,从南方吹来的风,6,,霾,,无明显的云,3,1,7:00,21.03.2023
21.03.2023 06:00,5,738.9,751.6,76,从南方吹来的风,7,,霾,,无明显的云,3,1,6:00,21.03.2023
21.03.2023 05:00,5,738.9,751.6,76,从南方吹来的风,5,,霾,,无明显的云,3,1,5:00,21.03.2023
21.03.2023 04:00,5,739.6,752.3,76,从南方吹来的风,5,,霾,,无明显的云,3,1,4:00,21.03.2023
