气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,重要天象,时间,date
-16,748.1,762,78,2,,,22:00,2022/12/20
-15,748.1,762,72,3,,,21:00,2022/12/20
-16,748.8,762.8,72,3,,,20:00,2022/12/20
-16,749.5,763.5,78,3,,,19:00,2022/12/20
-14,749.6,763.5,66,2,,,18:00,2022/12/20
-14,749.6,763.5,66,2,,,17:00,2022/12/20
-12,750.5,764.3,56,1,,,16:00,2022/12/20
-10,750.6,764.3,52,1,,,15:00,2022/12/20
-10,751.3,765,52,2,,,14:00,2022/12/20
-9,751.4,765,48,3,,,13:00,2022/12/20
-10,752.1,765.8,52,3,,,12:00,2022/12/20
-12,752.8,766.6,56,2,,,11:00,2022/12/20
-14,753.4,767.3,66,3,,,10:00,2022/12/20
-18,753.2,767.3,78,2,烟,,9:00,2022/12/20
-21,753,767.3,77,2,,,8:00,2022/12/20
-22,752.9,767.3,77,1,,,7:00,2022/12/20
-23,752.9,767.3,77,2,,,6:00,2022/12/20
-22,752.2,766.6,77,1,,,5:00,2022/12/20
-22,752.9,767.3,84,1,,,4:00,2022/12/20
-23,752.9,767.3,77,2,,,3:00,2022/12/20
-21,753,767.3,70,1,,,2:00,2022/12/20
-23,752.9,767.3,70,2,,,1:00,2022/12/20
-23,752.2,766.6,70,1,,,0:00,2022/12/20
-21,752.3,766.6,64,1,,,23:00,2022/12/19
-22,752.2,766.6,64,2,,,22:00,2022/12/19
-21,752.3,766.6,64,1,,,21:00,2022/12/19
-20,752.4,766.6,59,3,,,20:00,2022/12/19
-20,752.4,766.6,59,3,,,19:00,2022/12/19
-19,752.4,766.6,54,2,,,18:00,2022/12/19
-18,752.5,766.6,54,3,,,17:00,2022/12/19
-16,751.8,765.8,50,4,,,16:00,2022/12/19
-14,751.9,765.8,47,5,,,15:00,2022/12/19
-14,751.1,765,43,5,,,14:00,2022/12/19
-14,751.1,765,43,5,,,13:00,2022/12/19
-15,751.1,765,51,4,,,12:00,2022/12/19
-17,750.9,765,60,4,,,11:00,2022/12/19
-19,750.8,765,71,5,,,10:00,2022/12/19
-20,750.1,764.3,71,5,,,9:00,2022/12/19
-22,750,764.3,70,2,,,8:00,2022/12/19
-24,749.9,764.3,70,1,,,7:00,2022/12/19
-24,749.9,764.3,76,2,,,6:00,2022/12/19
-23,749.9,764.3,64,2,,,5:00,2022/12/19
-25,749.8,764.3,76,1,,,4:00,2022/12/19
-25,749.8,764.3,76,2,,,3:00,2022/12/19
-26,749.8,764.3,76,1,,,2:00,2022/12/19
-26,749.8,764.3,76,1,,,1:00,2022/12/19
-25,749.8,764.3,69,2,,,0:00,2022/12/19
-24,749.9,764.3,76,2,,,23:00,2022/12/18
-24,749.9,764.3,70,2,,,22:00,2022/12/18
-23,749.9,764.3,70,2,,,21:00,2022/12/18
-21,750,764.3,59,3,,,20:00,2022/12/18
-23,749.9,764.3,70,2,,,19:00,2022/12/18
-20,750.1,764.3,59,2,,,18:00,2022/12/18
-20,750.1,764.3,59,2,,,17:00,2022/12/18
-19,749.4,763.5,54,3,,,16:00,2022/12/18
-18,749.4,763.5,50,3,,,15:00,2022/12/18
-18,749.4,763.5,50,4,,,14:00,2022/12/18
-18,749.4,763.5,54,5,,,13:00,2022/12/18
-18,749.4,763.5,54,5,,,12:00,2022/12/18
-19,749.4,763.5,59,5,,,11:00,2022/12/18
-20,749.3,763.5,59,4,,,10:00,2022/12/18
-22,749.2,763.5,70,4,,,9:00,2022/12/18
-23,749.1,763.5,77,5,,,8:00,2022/12/18
-24,749.1,763.5,76,5,,,7:00,2022/12/18
-25,749,763.5,76,3,,,6:00,2022/12/18
-25,749.8,764.3,69,2,,,5:00,2022/12/18
-25,749.8,764.3,69,3,,,4:00,2022/12/18
-24,749.9,764.3,70,3,,,3:00,2022/12/18
-24,750.6,765,76,3,,,2:00,2022/12/18
-23,749.9,764.3,70,3,,,1:00,2022/12/18
-23,750.6,765,70,3,,,0:00,2022/12/18
-22,751.5,765.8,64,3,,,23:00,2022/12/17
-22,751.5,765.8,64,2,,,22:00,2022/12/17
-22,752.2,766.6,64,2,,,21:00,2022/12/17
-22,752.2,766.6,64,2,,,20:00,2022/12/17
-21,751.5,765.8,64,3,,,19:00,2022/12/17
-20,751.6,765.8,59,3,,,18:00,2022/12/17
-19,751.6,765.8,54,4,,,17:00,2022/12/17
-18,751.7,765.8,54,5,,,16:00,2022/12/17
-16,751,765,50,5,,,15:00,2022/12/17
-16,751,765,50,5,,,14:00,2022/12/17
-16,751,765,55,5,,,13:00,2022/12/17
-15,751.1,765,51,5,,,12:00,2022/12/17
-17,751.7,765.8,55,5,,,11:00,2022/12/17
-17,752.5,766.6,60,3,,,10:00,2022/12/17
-19,752.4,766.6,59,3,,,9:00,2022/12/17
-21,752.3,766.6,70,3,,,8:00,2022/12/17
-22,752.2,766.6,70,3,,,6:00,2022/12/17
-21,752.3,766.6,64,2,,,5:00,2022/12/17
-20,753,767.3,65,3,,,4:00,2022/12/17
-20,753,767.3,71,3,,,3:00,2022/12/17
-21,753,767.3,70,3,,,2:00,2022/12/17
-18,753.9,768.1,60,4,,,1:00,2022/12/17
-20,753.8,768.1,65,3,,,0:00,2022/12/17
-20,754.6,768.9,71,2,,,23:00,2022/12/16
-20,755.3,769.6,71,2,,,22:00,2022/12/16
-20,755.3,769.6,71,2,,,21:00,2022/12/16
-18,756.2,770.4,60,1,,,20:00,2022/12/16
-16,756.3,770.4,50,1,,,19:00,2022/12/16
-15,756.4,770.4,51,2,,,18:00,2022/12/16
-15,756.4,770.4,51,2,,,17:00,2022/12/16
-14,756.4,770.4,51,3,,,16:00,2022/12/16
-13,756.5,770.4,51,6,,,15:00,2022/12/16
-13,756.5,770.4,47,6,,,14:00,2022/12/16
-14,756.4,770.4,47,4,,,13:00,2022/12/16
-15,757,771.1,46,5,,,12:00,2022/12/16
-16,757.8,771.9,50,4,,,11:00,2022/12/16
-17,757.7,771.9,50,4,,,10:00,2022/12/16
-19,757.6,771.9,65,4,,,9:00,2022/12/16
-21,757.5,771.9,64,3,,,8:00,2022/12/16
-22,756.7,771.1,64,4,,,7:00,2022/12/16
-22,756,770.4,70,3,,,6:00,2022/12/16
-21,755.2,769.6,64,4,,,5:00,2022/12/16
-21,755.2,769.6,64,4,,,4:00,2022/12/16
-21,755.2,769.6,70,5,,,3:00,2022/12/16
-21,755.2,769.6,70,4,,,2:00,2022/12/16
-20,754.6,768.9,65,4,,,1:00,2022/12/16
-20,754.6,768.9,65,4,,,0:00,2022/12/16
-21,754.6,768.9,64,5,,,23:00,2022/12/15
-21,754.6,768.9,64,4,,,22:00,2022/12/15
-21,754.6,768.9,64,4,,,21:00,2022/12/15
-21,754.6,768.9,64,3,,,20:00,2022/12/15
-21,754.6,768.9,59,4,,,19:00,2022/12/15
-21,753.8,768.1,59,3,,,18:00,2022/12/15
-19,753.9,768.1,54,3,,,17:00,2022/12/15
-18,753.9,768.1,50,4,,,16:00,2022/12/15
-17,753.2,767.3,42,6,,,15:00,2022/12/15
-17,753.2,767.3,46,6,,,14:00,2022/12/15
-18,752.5,766.6,45,7,,,13:00,2022/12/15
-18,752.5,766.6,50,5,,,12:00,2022/12/15
-19,753.1,767.3,49,6,,,11:00,2022/12/15
-20,753,767.3,54,6,,,10:00,2022/12/15
-21,752.3,766.6,59,4,,,9:00,2022/12/15
-22,752.2,766.6,58,3,,,8:00,2022/12/15
-23,751.4,765.8,64,3,,,7:00,2022/12/15
-22,750.7,765,64,4,,,6:00,2022/12/15
-21,750.7,765,70,4,,,5:00,2022/12/15
-23,750.6,765,70,3,,,4:00,2022/12/15
-22,750.7,765,64,3,,,3:00,2022/12/15
-22,750.7,765,64,2,,,2:00,2022/12/15
-23,750.6,765,70,2,,,1:00,2022/12/15
-22,750.7,765,70,2,,,0:00,2022/12/15
-23,750.6,765,84,1,,,23:00,2022/12/14
-22,751.5,765.8,70,1,,,22:00,2022/12/14
-23,751.4,765.8,77,1,,,21:00,2022/12/14
-21,751.5,765.8,70,2,,,20:00,2022/12/14
-18,751.7,765.8,60,2,,,19:00,2022/12/14
-17,751.7,765.8,55,2,,,18:00,2022/12/14
-17,751.7,765.8,55,2,,,17:00,2022/12/14
-16,751,765,50,4,,,16:00,2022/12/14
-15,751.1,765,46,5,,,15:00,2022/12/14
-15,750.4,764.3,46,6,,,14:00,2022/12/14
-15,750.4,764.3,46,7,,,13:00,2022/12/14
-15,751.1,765,46,7,,,12:00,2022/12/14
-16,751,765,55,6,,,11:00,2022/12/14
-18,750.9,765,60,6,,,10:00,2022/12/14
-18,750.2,764.3,60,6,,,9:00,2022/12/14
-19,750.2,764.3,59,5,,,8:00,2022/12/14
-19,749.4,763.5,65,6,,,7:00,2022/12/14
-19,749.4,763.5,65,5,,,6:00,2022/12/14
-19,748.7,762.8,65,6,,,5:00,2022/12/14
-18,748.7,762.8,65,6,,,4:00,2022/12/14
-18,748,762,65,7,,,3:00,2022/12/14
-17,748,762,65,5,,,2:00,2022/12/14
-17,747.2,761.2,71,6,,,1:00,2022/12/14
-16,747.3,761.2,78,6,轻度（小）（弱） 雪,,0:00,2022/12/14
-16,746.6,760.5,78,6,轻度（小）（弱） 雪,,23:00,2022/12/13
-16,746.6,760.5,72,5,轻度（小）（弱） 雪,,22:00,2022/12/13
-16,746.6,760.5,72,6,轻度（小）（弱） 雪,,21:00,2022/12/13
-15,745.9,759.7,60,6,轻度（小）（弱） 雪,,20:00,2022/12/13
-15,745.9,759.7,60,7,轻度（小）（弱） 雪,,19:00,2022/12/13
-15,745.2,759,55,6,轻度（小）（弱） 雪,,18:00,2022/12/13
-16,745.1,759,50,7,,,17:00,2022/12/13
-15,744.4,758.2,46,8,,,16:00,2022/12/13
-15,744.4,758.2,46,9,,,15:00,2022/12/13
-14,743.9,757.7,43,11,,,14:00,2022/12/13
-14,743.9,757.7,43,10,,,13:00,2022/12/13
-13,744,757.7,39,10,,,12:00,2022/12/13
-14,744.4,758.2,43,8,,,11:00,2022/12/13
-14,745.2,759,43,8,,,10:00,2022/12/13
-14,744.4,758.2,51,9,,,9:00,2022/12/13
-15,744.4,758.2,55,6,,,8:00,2022/12/13
-15,744.4,758.2,51,7,,,7:00,2022/12/13
-15,743.9,757.7,51,6,,,6:00,2022/12/13
-15,743.9,757.7,55,5,,,5:00,2022/12/13
-14,743.9,757.7,56,6,,,4:00,2022/12/13
-13,743.2,756.9,51,7,,,3:00,2022/12/13
-13,744,757.7,56,6,,,2:00,2022/12/13
-12,743.3,756.9,56,6,,,1:00,2022/12/13
-11,743.3,756.9,57,6,,,0:00,2022/12/13
-10,743.4,756.9,57,8,,,23:00,2022/12/12
-9,742.7,756.2,57,8,,,22:00,2022/12/12
-9,742.7,756.2,57,8,,,21:00,2022/12/12
-8,742,755.4,58,9,,,20:00,2022/12/12
-8,742,755.4,58,8,,,19:00,2022/12/12
-6,741.3,754.6,54,8,,,18:00,2022/12/12
-5,741.4,754.6,54,9,,,17:00,2022/12/12
-3,740,753.1,59,10,沙,,16:00,2022/12/12
-3,740,753.1,59,9,沙,,15:00,2022/12/12
-2,739.2,752.3,51,12,沙,,14:00,2022/12/12
-2,740,753.1,59,9,,,13:00,2022/12/12
-2,740,753.1,59,11,,,12:00,2022/12/12
-3,740.8,753.9,69,8,,,11:00,2022/12/12
-4,741.4,754.6,69,7,,,10:00,2022/12/12
-5,742.1,755.4,63,6,,,9:00,2022/12/12
-5,742.1,755.4,63,6,,,8:00,2022/12/12
-6,742.9,756.2,63,5,,,7:00,2022/12/12
-7,743.5,756.9,68,5,,,6:00,2022/12/12
-8,744.3,757.7,73,4,,,5:00,2022/12/12
-9,745.5,759,79,4,,,4:00,2022/12/12
-8,746.2,759.7,73,4,,,3:00,2022/12/12
-8,747.7,761.2,73,4,,,2:00,2022/12/12
-9,748.4,762,73,3,,,1:00,2022/12/12
-9,749.9,763.5,73,3,,,0:00,2022/12/12
-8,750.7,764.3,68,4,,,23:00,2022/12/11
-9,751.4,765,73,3,,,22:00,2022/12/11
-9,752.2,765.8,67,4,,,21:00,2022/12/11
-9,752.2,765.8,67,4,,,20:00,2022/12/11
-8,753,766.6,68,4,,,19:00,2022/12/11
-8,753,766.6,68,4,,,18:00,2022/12/11
-7,753,766.6,63,4,,,17:00,2022/12/11
-6,753.8,767.3,58,3,,,16:00,2022/12/11
-4,753.9,767.3,54,4,,,15:00,2022/12/11
-4,753.9,767.3,54,6,,,14:00,2022/12/11
-4,753.9,767.3,54,5,,,13:00,2022/12/11
-5,754.6,768.1,54,6,,,12:00,2022/12/11
-6,755.4,768.9,63,5,,,11:00,2022/12/11
-9,755.9,769.6,73,4,,,10:00,2022/12/11
-12,755.7,769.6,79,3,,,9:00,2022/12/11
-15,755.6,769.6,85,2,,,8:00,2022/12/11
-16,754.8,768.9,85,3,,,7:00,2022/12/11
-14,754.9,768.9,78,3,,,6:00,2022/12/11
-16,754,768.1,85,4,,,5:00,2022/12/11
-14,754.2,768.1,85,3,,,4:00,2022/12/11
-15,754.1,768.1,78,4,,,3:00,2022/12/11
-14,754.2,768.1,78,3,,,2:00,2022/12/11
-13,754.2,768.1,72,3,,,1:00,2022/12/11
-13,753.4,767.3,78,4,,,0:00,2022/12/11
-13,753.4,767.3,72,2,,,23:00,2022/12/10
-13,753.4,767.3,72,3,,,22:00,2022/12/10
-12,753.5,767.3,72,4,,,21:00,2022/12/10
-12,753.5,767.3,72,3,,,20:00,2022/12/10
-11,752.8,766.6,67,3,,,19:00,2022/12/10
-11,752.8,766.6,73,4,,,18:00,2022/12/10
-10,752.9,766.6,67,4,,,17:00,2022/12/10
-8,753,766.6,68,4,,,16:00,2022/12/10
-7,753,766.6,63,5,,,15:00,2022/12/10
-6,753.1,766.6,54,6,,,14:00,2022/12/10
-7,753,766.6,58,5,,,13:00,2022/12/10
-8,753,766.6,62,5,,,12:00,2022/12/10
-9,752.9,766.6,67,4,,,11:00,2022/12/10
-11,753.5,767.3,73,4,,,10:00,2022/12/10
-13,753.4,767.3,78,4,,,9:00,2022/12/10
-14,752.7,766.6,78,4,,,8:00,2022/12/10
-17,751.7,765.8,85,3,,,7:00,2022/12/10
-16,751.8,765.8,85,3,,,6:00,2022/12/10
-16,751.8,765.8,85,3,,,5:00,2022/12/10
-15,751.8,765.8,85,3,,,4:00,2022/12/10
-14,751.1,765,78,3,,,3:00,2022/12/10
-14,751.1,765,78,3,,,2:00,2022/12/10
-13,751.2,765,78,3,,,1:00,2022/12/10
-13,750.5,764.3,78,2,,,0:00,2022/12/10
-13,750.5,764.3,78,3,,,23:00,2022/12/9
-12,750.5,764.3,72,3,,,22:00,2022/12/9
-13,749.7,763.5,78,3,,,21:00,2022/12/9
-11,749.8,763.5,73,3,,,20:00,2022/12/9
-11,749.8,763.5,73,3,,,19:00,2022/12/9
-8,749.9,763.5,68,3,,,18:00,2022/12/9
-8,749.9,763.5,68,4,,,17:00,2022/12/9
-7,749.3,762.8,63,3,,,16:00,2022/12/9
-5,749.4,762.8,58,6,,,15:00,2022/12/9
-4,749.5,762.8,54,7,,,14:00,2022/12/9
-5,749.4,762.8,63,4,,,13:00,2022/12/9
-6,750,763.5,68,4,,,12:00,2022/12/9
-7,750,763.5,73,3,,,11:00,2022/12/9
-9,750.7,764.3,79,4,,,10:00,2022/12/9
-11,750.6,764.3,85,3,,,9:00,2022/12/9
-13,749.7,763.5,85,4,,,8:00,2022/12/9
-14,749.6,763.5,85,4,,,7:00,2022/12/9
-14,749.6,763.5,85,4,,,6:00,2022/12/9
-14,749,762.8,85,3,,,5:00,2022/12/9
-13,749.7,763.5,78,3,,,4:00,2022/12/9
-12,749.7,763.5,79,4,,,3:00,2022/12/9
-12,749.7,763.5,79,4,,,2:00,2022/12/9
-14,749.6,763.5,85,4,,,1:00,2022/12/9
-13,749.7,763.5,78,3,,,0:00,2022/12/9
-10,749.8,763.5,73,3,,,23:00,2022/12/8
-10,749.8,763.5,79,4,,,22:00,2022/12/8
-11,749.8,763.5,79,4,,,21:00,2022/12/8
-8,750.7,764.3,68,2,,,20:00,2022/12/8
-9,750.7,764.3,73,2,,,19:00,2022/12/8
-8,750.7,764.3,68,2,,,18:00,2022/12/8
-8,750.7,764.3,73,3,,,17:00,2022/12/8
-6,750.8,764.3,63,3,,,16:00,2022/12/8
-3,751.7,765,54,5,,,15:00,2022/12/8
-3,751.7,765,59,6,,,14:00,2022/12/8
-3,751.7,765,54,6,,,13:00,2022/12/8
-4,751.6,765,63,6,,,12:00,2022/12/8
-5,752.4,765.8,63,5,,,11:00,2022/12/8
-7,753,766.6,68,4,,,10:00,2022/12/8
-10,752.9,766.6,73,4,,,9:00,2022/12/8
-13,752.7,766.6,85,4,,,8:00,2022/12/8
-15,751.8,765.8,85,4,,,7:00,2022/12/8
-14,751.9,765.8,85,4,,,6:00,2022/12/8
-13,751.2,765,85,3,,,5:00,2022/12/8
-11,751.3,765,85,2,,,4:00,2022/12/8
-11,751.3,765,85,2,,,3:00,2022/12/8
-9,751.4,765,79,3,,,2:00,2022/12/8
-10,751.3,765,79,2,,,1:00,2022/12/8
-10,751.3,765,85,1,,,0:00,2022/12/8
-9,750.7,764.3,79,1,,,23:00,2022/12/7
-9,750.7,764.3,73,2,,,22:00,2022/12/7
-10,750.6,764.3,73,3,,,21:00,2022/12/7
-8,750.7,764.3,73,2,,,20:00,2022/12/7
-7,749.3,762.8,68,3,,,19:00,2022/12/7
-8,749.3,762.8,73,3,,,18:00,2022/12/7
-7,748.5,762,68,3,,,17:00,2022/12/7
-5,748.6,762,63,2,,,16:00,2022/12/7
-3,747.9,761.2,54,4,,,15:00,2022/12/7
-3,747.9,761.2,59,4,,,14:00,2022/12/7
-4,747.2,760.5,59,3,,,13:00,2022/12/7
-4,747.2,760.5,59,2,,,12:00,2022/12/7
-6,747.1,760.5,68,4,,,11:00,2022/12/7
-6,747.1,760.5,68,4,,,10:00,2022/12/7
-8,746.2,759.7,68,5,,,9:00,2022/12/7
-11,746.1,759.7,73,4,,,8:00,2022/12/7
-13,745.3,759,78,4,,,7:00,2022/12/7
-13,745.3,759,78,4,,,6:00,2022/12/7
-13,744.5,758.2,78,5,,,5:00,2022/12/7
-13,744.5,758.2,78,4,,,4:00,2022/12/7
-14,744.4,758.2,78,4,,,3:00,2022/12/7
-13,744.5,758.2,72,5,,,2:00,2022/12/7
-13,744,757.7,72,5,,,1:00,2022/12/7
-13,744,757.7,66,4,,,0:00,2022/12/7
-12,744,757.7,72,4,,,23:00,2022/12/6
-12,744,757.7,72,4,,,22:00,2022/12/6
-11,744.1,757.7,67,4,,,21:00,2022/12/6
-9,744.2,757.7,62,5,,,20:00,2022/12/6
-8,744.3,757.7,58,6,,,19:00,2022/12/6
-8,744.3,757.7,62,6,,,18:00,2022/12/6
-10,744.2,757.7,67,5,,,17:00,2022/12/6
-9,744.2,757.7,62,5,,,16:00,2022/12/6
-8,744.3,757.7,58,7,,,15:00,2022/12/6
-7,743.5,756.9,53,9,,,14:00,2022/12/6
-8,744.3,757.7,58,10,,,13:00,2022/12/6
-8,744.3,757.7,53,8,,,12:00,2022/12/6
-8,744.7,758.2,58,9,,,11:00,2022/12/6
-9,745.5,759,62,8,,,10:00,2022/12/6
-11,745.4,759,67,7,,,9:00,2022/12/6
-13,745.3,759,66,6,,,8:00,2022/12/6
-15,745.2,759,72,5,,,7:00,2022/12/6
-15,745.9,759.7,72,6,,,6:00,2022/12/6
-14,745.9,759.7,66,5,,,5:00,2022/12/6
-14,746.7,760.5,66,4,,,4:00,2022/12/6
-15,747.3,761.2,72,5,,,3:00,2022/12/6
-15,748.1,762,72,6,,,2:00,2022/12/6
-14,748.2,762,66,5,,,1:00,2022/12/6
-14,749,762.8,66,4,,,0:00,2022/12/6
-13,749,762.8,66,5,,,23:00,2022/12/5
-13,749,762.8,66,6,,,22:00,2022/12/5
-12,749.7,763.5,61,4,,,21:00,2022/12/5
-14,749.6,763.5,66,4,,,20:00,2022/12/5
-14,750.4,764.3,66,3,,,19:00,2022/12/5
-14,751.1,765,66,3,,,18:00,2022/12/5
-13,751.9,765.8,61,3,,,17:00,2022/12/5
-11,752.1,765.8,62,5,,,16:00,2022/12/5
-9,752.2,765.8,53,7,,,15:00,2022/12/5
-9,752.2,765.8,53,8,,,14:00,2022/12/5
-10,752.9,766.6,57,8,,,13:00,2022/12/5
-11,753.5,767.3,62,7,,,12:00,2022/12/5
-12,754.3,768.1,67,5,,,11:00,2022/12/5
-13,755,768.9,66,6,,,10:00,2022/12/5
-15,754.9,768.9,72,6,,,9:00,2022/12/5
-17,755.5,769.6,71,3,,,8:00,2022/12/5
-19,755.4,769.6,77,3,,,7:00,2022/12/5
-19,755.4,769.6,77,4,,,6:00,2022/12/5
-18,755.4,769.6,78,5,,,5:00,2022/12/5
-19,755.4,769.6,71,4,,,4:00,2022/12/5
-18,756.2,770.4,71,5,,,3:00,2022/12/5
-17,756.3,770.4,71,4,,,2:00,2022/12/5
-18,756.2,770.4,71,4,,,1:00,2022/12/5
-17,756.3,770.4,71,4,,,0:00,2022/12/5
-17,756.3,770.4,71,4,,,23:00,2022/12/4
-16,756.3,770.4,66,4,,,22:00,2022/12/4
-18,756.2,770.4,78,4,,,21:00,2022/12/4
-17,756.3,770.4,65,4,,,20:00,2022/12/4
-17,756.9,771.1,65,3,,,19:00,2022/12/4
-15,757,771.1,60,3,,,18:00,2022/12/4
-15,757,771.1,60,4,,,17:00,2022/12/4
-13,757.2,771.1,56,4,,,16:00,2022/12/4
-12,757.2,771.1,52,6,,,15:00,2022/12/4
-11,757.3,771.1,48,6,,,14:00,2022/12/4
-12,757.2,771.1,52,8,,,13:00,2022/12/4
-12,758,771.9,52,5,,,12:00,2022/12/4
-14,757.9,771.9,61,5,,,11:00,2022/12/4
-15,758.6,772.7,60,5,,,10:00,2022/12/4
-17,758.5,772.7,65,5,,,9:00,2022/12/4
-18,758.5,772.7,65,6,,,8:00,2022/12/4
-20,757.6,771.9,71,5,,,7:00,2022/12/4
-21,757.5,771.9,77,4,,,6:00,2022/12/4
-20,757.6,771.9,71,4,,,5:00,2022/12/4
-20,756.8,771.1,71,4,,,4:00,2022/12/4
-20,756.8,771.1,77,3,,,3:00,2022/12/4
-18,756.9,771.1,65,5,,,2:00,2022/12/4
-18,756.2,770.4,71,5,,,1:00,2022/12/4
-17,755.5,769.6,65,5,,,0:00,2022/12/4
-17,754.8,768.9,65,5,,,23:00,2022/12/3
-17,754.8,768.9,65,5,,,22:00,2022/12/3
-17,754.8,768.9,60,5,,,21:00,2022/12/3
-17,754.8,768.9,65,4,,,20:00,2022/12/3
-18,754.7,768.9,71,1,,,19:00,2022/12/3
-18,753.9,768.1,65,2,,,18:00,2022/12/3
-15,754.1,768.1,55,2,,,17:00,2022/12/3
-14,754.2,768.1,51,3,,,16:00,2022/12/3
-13,754.2,768.1,47,5,,,15:00,2022/12/3
-13,754.2,768.1,47,7,,,14:00,2022/12/3
-13,753.4,767.3,47,8,,,13:00,2022/12/3
-13,753.4,767.3,51,7,,,12:00,2022/12/3
-13,753.4,767.3,51,6,,,11:00,2022/12/3
-14,752.7,766.6,56,7,,,10:00,2022/12/3
-14,752.7,766.6,61,6,,,9:00,2022/12/3
-14,751.9,765.8,61,5,,,8:00,2022/12/3
-14,750.4,764.3,66,4,,,7:00,2022/12/3
-13,749.7,763.5,72,4,,,6:00,2022/12/3
-12,749.1,762.8,85,5,,,5:00,2022/12/3
-11,748.3,762,67,4,,,4:00,2022/12/3
-11,747.5,761.2,67,3,,,3:00,2022/12/3
-10,746.9,760.5,62,3,,,2:00,2022/12/3
-12,746.8,760.5,79,3,,,1:00,2022/12/3
-12,746.8,760.5,72,2,,,0:00,2022/12/3
-11,747.5,761.2,62,3,,,23:00,2022/12/2
-13,747.4,761.2,66,2,,,22:00,2022/12/2
-14,748.2,762,72,2,,,21:00,2022/12/2
-12,748.3,762,61,4,,,20:00,2022/12/2
-10,748.4,762,52,4,,,19:00,2022/12/2
-11,748.3,762,57,3,,,18:00,2022/12/2
-10,748.4,762,52,3,,,17:00,2022/12/2
-10,748.4,762,57,5,,,16:00,2022/12/2
-7,748.5,762,49,8,,,15:00,2022/12/2
-8,749.3,762.8,49,8,,,14:00,2022/12/2
-8,749.9,763.5,49,7,,,13:00,2022/12/2
-9,750.7,764.3,53,8,,,12:00,2022/12/2
-11,751.3,765,62,6,,,11:00,2022/12/2
-12,752,765.8,61,7,,,10:00,2022/12/2
-13,751.9,765.8,61,6,,,9:00,2022/12/2
-15,752.6,766.6,60,4,,,8:00,2022/12/2
-17,752.5,766.6,71,5,,,7:00,2022/12/2
-17,752.5,766.6,65,4,,,6:00,2022/12/2
-18,753.2,767.3,71,4,,,5:00,2022/12/2
-19,753.1,767.3,71,4,,,4:00,2022/12/2
-19,753.1,767.3,71,5,,,3:00,2022/12/2
-18,753.9,768.1,65,5,,,2:00,2022/12/2
-18,753.2,767.3,65,5,,,1:00,2022/12/2
-18,753.9,768.1,65,4,,,0:00,2022/12/2
-18,753.9,768.1,65,4,,,23:00,2022/12/1
-19,753.9,768.1,71,3,,,22:00,2022/12/1
-19,753.9,768.1,65,4,,,21:00,2022/12/1
-20,754.6,768.9,71,3,,,20:00,2022/12/1
-20,754.6,768.9,65,3,,,19:00,2022/12/1
-19,754.7,768.9,71,2,,,18:00,2022/12/1
-16,754.8,768.9,55,3,,,17:00,2022/12/1
-15,754.9,768.9,55,3,,,16:00,2022/12/1
-14,754.9,768.9,51,6,,,15:00,2022/12/1
-14,754.2,768.1,51,5,,,14:00,2022/12/1
-14,754.9,768.9,51,6,,,13:00,2022/12/1
-15,754.9,768.9,51,6,,,12:00,2022/12/1
-16,754.8,768.9,55,5,,,11:00,2022/12/1
-17,754.8,768.9,60,3,,,10:00,2022/12/1
-18,754.7,768.9,65,3,,,9:00,2022/12/1
-21,754.6,768.9,77,2,,,8:00,2022/12/1
-23,753.7,768.1,77,2,,,7:00,2022/12/1
-22,753.7,768.1,70,3,,,6:00,2022/12/1
-22,753.7,768.1,77,3,,,5:00,2022/12/1
-21,753.8,768.1,70,4,,,4:00,2022/12/1
-20,753.8,768.1,71,4,,,3:00,2022/12/1
-19,753.9,768.1,65,4,,,2:00,2022/12/1
-19,753.9,768.1,65,4,,,1:00,2022/12/1
-18,753.9,768.1,65,4,,,0:00,2022/12/1
-17,754,768.1,60,5,,,23:00,2022/11/30
-18,753.9,768.1,65,5,,,22:00,2022/11/30
-19,753.9,768.1,65,6,,,21:00,2022/11/30
-19,754.7,768.9,65,5,,,20:00,2022/11/30
-19,754.7,768.9,65,4,,,19:00,2022/11/30
-19,754.7,768.9,65,4,,,18:00,2022/11/30
-17,754.8,768.9,55,4,,,17:00,2022/11/30
-15,754.9,768.9,51,6,,,16:00,2022/11/30
-15,754.1,768.1,46,7,,,15:00,2022/11/30
-15,754.1,768.1,55,8,,,14:00,2022/11/30
-15,754.1,768.1,51,9,,,13:00,2022/11/30
-15,754.1,768.1,51,9,,,12:00,2022/11/30
-16,754.8,768.9,55,9,,,11:00,2022/11/30
-17,754.8,768.9,60,7,,,10:00,2022/11/30
-18,754.7,768.9,65,7,,,9:00,2022/11/30
-20,754.6,768.9,71,7,,,8:00,2022/11/30
-21,754.6,768.9,70,6,,,7:00,2022/11/30
-21,754.6,768.9,64,6,,,6:00,2022/11/30
-20,753.8,768.1,65,6,,,5:00,2022/11/30
-19,754.7,768.9,59,6,,,4:00,2022/11/30
-19,754.7,768.9,65,5,,,3:00,2022/11/30
-19,754.7,768.9,59,5,,,2:00,2022/11/30
-18,754.7,768.9,60,7,,,1:00,2022/11/30
-17,754,768.1,55,7,,,0:00,2022/11/30
-16,754,768.1,60,6,,,23:00,2022/11/29
